Address,Age of annuitant 1,Age of annuitant 2,Air conditioning,Alarm,As built plan,"As property tenant or owner, insure your real estate: fire, theft, water damage, storm, ...",Asking price excluding VAT and excl. notary fees (excluding eventual registration fees on the ground),Asking price excluding registration fees and excl. notary fees,Attic,Attic accesible with fixed stairs,Available as of,Bathrooms,Bedroom 1 area,Bedroom 2 area,Bedroom 3 area,Bedroom 4 area,Bedroom 5 area,Bedrooms,Building condition,CO₂ emission,Cable TV,Cadastral income,Cellar,Cellar area,Conformity certification for fuel tanks,Connection to sewer network,Current monthly revenue,Depth of plot,Dining room,Dining room area,Disabled access,Distance to school,Distance to shop,Distance to transports,District or place name,Double glazing,Dressing room,EPC - Energy consumption,EPC score,Find the mortgage formula and a borrowing rate that suits you the best!,Fireplaces,Flat land,Furnished,Garden,Garden area,Heat pump,Heating,Indexed annuity,Indoor parking spaces,Inspection report of the electrical installation,Intercom,Isolated attic,Jacuzzi,Kitchen area,Kitchen setup,Latest land use designation,Laundry room,Life annuity type,Lift,Living room,Living room area,Monthly annuity,Monthly charges,Name of the building,Net floor area,Newly built,Number of dwellings,Number of floors,Number of frontages,Number of lives,Number of outbuildings,Number of rooms,Office,Office area,Orientation,Orientation terrace,Outdoor parking spaces,Photovoltaic solar panels,Planning permission obtained,Plot area,Plot to front,Plot to rear,Possible priority purchase right,Proceedings for breach of planning regulations,Reference number of the EPC report,Reinforced door,Requested sale price,Reversionary annuity,Sauna,Setting,Shower rooms,Subdivision permit,Swimming pool,Tenement building,Terrace,Terrace area,Theoretical total energy consumption,Thermic solar panels,"To ensure your payments and your family safety in case of early death, you can take a Decreasing life insurance.",Toilets,Town planning,Type of flood-risk area,Value of the property,Width of plot to street,Width of street façade,Wooded land,Workspace,Workspace area,Year of construction
1435 MONT-SAINT-GUIBERT        |          Ask for the exact address,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,,14 m2,14 m2,14 m2,13 m2,,4,Good condition,,,"€ 1,660",yes,,,,,,yes,14 m2,,,,,,yes,,234 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,1,no,,,,13 m2,Semi-equipped,,,,,yes,28 m2,,,,140 m2,,,2,4,,,,,,Southeast,,2,,Not specified,"1,260 m2",,,Not specified,Not specified,20180119004956 HELP,,"€ 325,000",,,,1,Not specified,,,yes,18 m2,,,Insure your mortgage loan,2,,,,31,,,,,1962
avenue des Eglantines 00        | 1150 - Woluwe-St-Pierre,,,,yes,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,2,25 m2,19 m2,16 m2,14 m2,14 m2,5,As new,,yes,"€ 6,904",yes,10 m2,,yes,,,yes,24 m2,,300 m,100 m,100 m,,yes,,,,Calculate your monthly installment,1,yes,,yes,80 m2,,Fuel,,1,,yes,,,10 m2,Installed,,yes,,,yes,50 m2,,,,316 m2,,1,3,3,,,,yes,14 m2,West,West,1,,Not specified,350 m2,yes,,Not specified,Not specified,20111216-0000040342-01-9 HELP,,"€ 925,000",,,Residential,1,Not specified,,,yes,16 m2,,,Insure your mortgage loan,3,,,,10,10 m,yes,yes,14 m2,1958
Wijngaardstraat 16        | 3740 - Bilzen,,,,,no,Choose your home insurance,,,,,,1,17 m2,16 m2,14 m2,,,3,Good condition,,,€ 865,,,,,,63,,,,500 m,450 m,65 m,,yes,,266 kWh/m2,,Calculate your monthly installment,1,,,,,,Gas,,2,"yes, not conform",,,,15 m2,,Not specified,,,,,,,,,250 m2,,,4,3,,,,,,,,2,,Not specified,923 m2,,,no,Not specified,20171125-0002013674-1 HELP,,"€ 235,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,25.3,12 m,,,,1980
Sint-Elooistraat 14        | 9820 - Merelbeke,,,,,no,Choose your home insurance,,,,,To define,,14 m2,11 m2,11 m2,,,3,Good condition,,,,,,not specified,,,,,,,,,,,yes,,159 kWh/m2,,Calculate your monthly installment,,,,yes,810 m2,,Gas,,,,,,,20 m2,Hyper-equipped,Not specified,,,,yes,28 m2,,,,201 m2,,,,,,,,,,Southeast,Southeast,,,Not specified,"1,085 m2",,,Not specified,Not specified,,,"€ 595,000",,,,,Not specified,,,yes,25 m2,,,Insure your mortgage loan,2,,,,,,,,,2002
Rue du Bois des Moines 46        | 6660 - Houffalize,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,To be done up,,yes,€ 461,,,,yes,,,,,,,,,HOUFFALIZE,,,not specified,,Calculate your monthly installment,,,,,,,Fuel,,,,,,,,Semi-equipped,,,,,,,,,,,,,2,2,,,,,,,,,,Not specified,810 m2,,,Not specified,Not specified,,,"€ 125,000",,,Isolated,,Not specified,,,yes,,not specified,,Insure your mortgage loan,1,,,,,,,,,1950
1367 Ramillies Autre-Eglise        |          Ask for the exact address,,,,,Not specified,Choose your home insurance,,,,,01/03/2018,1,15 m2,15 m2,14 m2,,,3,To be renovated,170 kg CO2/m2,,€ 528,,,,yes,,,yes,11 m2,,"3,000 m","3,000 m",,Brabant Wallon,yes,,688 kWh/m2,,Calculate your monthly installment,,,yes,yes,"3,000 m2",,Fuel,,1,no,,,,4 m2,Semi-equipped,,,,,yes,30 m2,,,,142 m2,,4,2,4,,,,yes,100 m2,,,6,,Not specified,"3,341 m2",,,Not specified,Not specified,20180119000456 HELP,,"€ 360,000",,,Country,,Not specified,,,yes,,"97,701 kWh/year",,Insure your mortgage loan,2,,,,,,,,,1860
Kattenboserf 22        | 1500 - Halle,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,13 m2,,,,,3,To be renovated,,,€ 899,,,,,,,,,,,,,,yes,,,,Calculate your monthly installment,,,,yes,120 m2,,,,1,"yes, not conform",,,,9 m2,Semi-equipped,Extended residential area,,,,yes,26 m2,,,,115 m2,,,,3,,,,,,,,1,,Not specified,195 m2,,,Not specified,no,20170914-0001993278-1 HELP,,"€ 215,000",,,,,Not specified,,,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,1976
Stenenbrug 59        | 2140 - Borgerhout,,,,,no,Choose your home insurance,,,,,,1,17 m2,17 m2,,,,2,Good condition,,,€ 659,,,no,,,,yes,17 m2,,,20 m,50 m,,,,383 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,no,,,,6 m2,Installed,"Living area (residential, urban or rural)",,,,yes,,,,,163 m2,,,2,2,,,,,,,,,,no,,,,no,no,20100527-0000545451-00000001-0 HELP,,"€ 219,000",,,,,no,,,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,4.6,4·6 m,,,,1930
Olmenweg 21        | 3970 - Leopoldsburg,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,17 m2,12 m2,,,,2,To be renovated,,,€ 223,,,,,,,,,,170 m,,170 m,,yes,,354 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, conform",,,,15 m2,Installed,Not specified,,,,yes,11 m2,,,,81 m2,,,1,2,,,,,,,,1,,yes,202 m2,,,no,no,20140215-0000269859-00000007-5 HELP,,"€ 119,000",,,,1,no,,,,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,,,,,,1930
Jozef Wautersstraat 149        | 2830 - Willebroek,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,,13 m2,8 m2,8 m2,,,3,To be renovated,"1,000 kg CO2/m2",,€ 314,yes,,,,,26,yes,15 m2,,160 m,750 m,140 m,,,,"1,108 kWh/m2",,Calculate your monthly installment,,,,yes,192 m2,,Gas,,,"yes, not conform",,,,8 m2,,"Living area (residential, urban or rural)",,,,yes,12 m2,,,,98 m2,,,2,2,,,,,,East,,,,Not specified,255 m2,,,no,Not specified,20171014-0002002232-1 HELP,,"€ 175,000",,,,,Not specified,,,,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,9,9 m,,,,1948
Troffelstraat 36        | 3740 - Bilzen,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,16 m2,16 m2,10 m2,,,3,Good condition,,,€ 651,yes,,"yes, conform",,,18,,,,"4,300 m","3,200 m",220 m,,yes,,672 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,2,"yes, not conform",,,,16 m2,Semi-equipped,Not specified,,,,,,,,,243 m2,,,3,4,,,,,,South-West,,,,Not specified,380 m2,,,no,Not specified,20171208-0002015806-1 HELP,,"€ 215,000",,,,,yes,,,,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,22.5,,,,,1958
Boulevard Emile Schevenels 7        | 7860 - Lessines,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,Good condition,99 kg CO2/m2,,€ 914,yes,,,,,,,,,,,,,yes,,398 kWh/m2,,Calculate your monthly installment,,,,yes,500 m2,,Fuel,,1,"yes, conform",,,,,Installed,,,,,yes,30 m2,,,,180 m2,,,1,3,,,,yes,15 m2,South,,2,,Not specified,655 m2,,,Not specified,Not specified,20170614010222 HELP,,"€ 230,000",,,,,Not specified,,,yes,15 m2,"64,106 kWh/year",,Insure your mortgage loan,1,,,,,,,,,1964
Scheldestraat 27A        | 2880 - Bornem,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,15 m2,14 m2,14 m2,,,3,Good condition,,,€ 897,,,"yes, conform",,,26,,,,,,,,yes,,246 kWh/m2,,Calculate your monthly installment,1,,,,,,Fuel,,1,"yes, not conform",,,,30 m2,Installed,"Living area (residential, urban or rural)",,,,yes,30 m2,,,,211 m2,,,2,2,,,,,,South-West,,,,yes,148 m2,,,no,no,20170705-0001976287-1 HELP,,"€ 249,000",,,,,no,,,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,8.2,,,,,1981
Mechelseweg 178        | 1880 - Kapelle-op-den-Bos,,,,,Not specified,Choose your home insurance,,,,,,1,18 m2,14 m2,14 m2,,,3,As new,,,€ 510,yes,12 m2,no,,,,,,,,,,,,,122 kWh/m2,,Calculate your monthly installment,,,,yes,50 m2,,Gas,,,"yes, conform",,,,,Installed,"Living area (residential, urban or rural)",,,,yes,44 m2,,,,150 m2,,,3,2,,,,,,South,,,,yes,110 m2,,,Not specified,no,20171214-0002018499-1 HELP,,"€ 279,000",,,,1,Not specified,,,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,1929
Eikendreef 1        | 3530 - Houthalen-Helchteren,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,19 m2,15 m2,11 m2,,,3,To be done up,,,"€ 1,197",,,"yes, conform",,,45,yes,37 m2,,,,,,yes,,655 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,1,"yes, not conform",,,,18 m2,Installed,Not specified,,,,,,,,,358 m2,,,2,4,,,,,,North,,1,,Not specified,"1,127 m2",,,no,Not specified,20160906-0001892138-1 HELP,,"€ 299,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,25.7,,,,,1968
Withoefstraat 10        | 2920 - Kalmthout,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,To be done up,,,"€ 1,834",,,,,,30,,,,821 m,,289 m,,,,544 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,"yes, not conform",,,,,,"Living area (residential, urban or rural)",,,,yes,28 m2,,,,146 m2,,,1,4,,,,,,Northeast,,,,yes,540 m2,,,no,no,,,"€ 315,000",,,,,no,,,,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,20,14 m,,,,1973
Winterslagstraat 212        | 3600 - Genk,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,14 m2,12 m2,11 m2,,,3,To be done up,,,"€ 1,422",yes,,,,,67,yes,53 m2,,500 m,750 m,200 m,,yes,,706 kWh/m2,,Calculate your monthly installment,1,,,,,,Gas,,4,"yes, not conform",yes,,,22 m2,Semi-equipped,Not specified,,,,,,,,,240 m2,,,2,4,,,,,,,,4,,Not specified,"1,663 m2",,,no,Not specified,20170926-0001997048-1 HELP,,"€ 324,000",,,Residential,,Not specified,,,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,31.62,,,,,1977
Fazantenstraat 37        | 3500 - Hasselt,,,,,no,Choose your home insurance,,,,,Overeen te komen - A convenir - To be established,1,33 m2,18 m2,17 m2,16 m2,5 m2,5,Good condition,,,"€ 1,113",,,,,,,yes,33 m2,,"1,500 m",400 m,250 m,,yes,,289 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",,,,15 m2,Installed,Not specified,,,,yes,33 m2,,,,279 m2,,,3,2,,,,,,North-West,,,,yes,471 m2,,,no,no,20170626-0001972854-1 HELP,,"€ 335,000",,,Residential,,no,,,yes,28 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,8.31,,,,,1994
Zavelputstraat 39        | 3020 - Herent,,,,,no,Choose your home insurance,,,,,30/05/2017,1,35 m2,14 m2,5 m2,,,3,Good condition,,,€ 855,yes,,,,,40,,,,"2,000 m","3,000 m",45 m,Herent,yes,,316 kWh/m2,,Calculate your monthly installment,,,,yes,300 m2,,Gas,,2,"yes, conform",,,,,Semi-equipped,"Living area (residential, urban or rural)",,,,yes,37 m2,,,,163 m2,,,1,3,,,,yes,,South,,3,,yes,500 m2,,,no,Not specified,1922189 HELP,,"€ 338,000",,,Residential,,no,,,yes,10 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,12,,,,,1952
Sint-Annalaan 91        | 1853 - Strombeek-Bever,,,,,Not specified,Choose your home insurance,,,,,01/01/2018,1,16 m2,13 m2,8 m2,,,3,Good condition,,,"€ 1,400",yes,,,yes,,,,,,500 m,100 m,100 m,,yes,,410 kWh/m2,,Calculate your monthly installment,,,,yes,118 m2,,Gas,,1,"yes, conform",,23 m2,,8 m2,,Not specified,yes,,,yes,28 m2,,,,192 m2,,1,3,3,,,,,,South-West,,2,,Not specified,310 m2,yes,,Not specified,Not specified,,,"€ 349,000",,,Residential,1,Not specified,,,yes,,,,Insure your mortgage loan,2,,,,,6 m,,,,1960
Romershovenstraat 169a        | 3730 - Hoeselt,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,19 m2,12 m2,12 m2,,,3,Good condition,,,€ 845,,,,,,129,yes,38 m2,,"5,000 m","4,900 m",75 m,,yes,,302 kWh/m2,,Calculate your monthly installment,,,,yes,38 m2,,Fuel,,1,"yes, not conform",,,,11 m2,Installed,Not specified,,,,,,,,,165 m2,,,2,4,,,,,,East,,,,yes,"5,105 m2",,,no,no,20170528-0001964623-1 HELP,,"€ 349,000",,,Country,,yes,,,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,28.46,,,,,1991
Kapelstraat 31        | 3590 - Diepenbeek,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,23 m2,14 m2,13 m2,11 m2,11 m2,5,Good condition,,,"€ 1,824",yes,,,,,,yes,60 m2,,700 m,750 m,160 m,,yes,,577 kWh/m2,,Calculate your monthly installment,1,,,,,,Gas,,1,"yes, not conform",,,,18 m2,Installed,Not specified,,,,yes,60 m2,,,,388 m2,,,2,2,,,,yes,20 m2,South-West,,,,yes,652 m2,,,no,Not specified,20160707-0001878431-1 HELP,,"€ 350,000",,,Country,1,no,yes,,yes,71 m2,,,Insure your mortgage loan,3,,Property located in a non-flood zone,,13.45,,,,,1967
Kerkstraat 14f        | 3730 - Hoeselt,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,21 m2,18 m2,15 m2,14 m2,,4,Good condition,,,"€ 1,119",yes,,,,,43,yes,46 m2,,,150 m,260 m,,yes,,156 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,3,"yes, conform",,,,19 m2,Installed,Not specified,,,,,,,,,304 m2,,,3,3,,,,,,West,,,,Not specified,580 m2,,,no,no,20171101-0002007173-1 HELP,,"€ 459,000",,,Country,,Not specified,,,yes,30 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,15.8,,,,,2016
Lange Rechtestraat 5        | 3128 - Baal,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,2,12 m2,13 m2,14 m2,19 m2,22 m2,6,Just renovated,,,"€ 1,968",yes,,"yes, conform",yes,,,yes,,,"1,200 m",550 m,450 m,,yes,,377 kWh/m2,,Calculate your monthly installment,1,,,yes,"1,120 m2",,Fuel,,1,"yes, conform",,,,14 m2,Hyper-equipped,"Living area (residential, urban or rural)",yes,,,yes,,,,,360 m2,,,3,4,,,,yes,,,,4,,yes,"1,475 m2",,,Not specified,no,20170825-0001987599-2 HELP,,"€ 518,000",,,,2,Not specified,,,yes,80 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,yes,,1976
Hoeksken 9        | 9280 - Lebbeke,,,,yes,no,Choose your home insurance,,,,,Upon exchange of deeds,3,,,,,,6,Good condition,,,"€ 1,204",,,"yes, conform",,,,,,,,,,,yes,,415 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,2,no,,,,,Installed,Not specified,,,,yes,55 m2,,,,317 m2,,,1,4,,,,,,,,1,,Not specified,"2,524 m2",,,Not specified,Not specified,20160908-0001892947-1 HELP,,"€ 525,000",,,,1,Not specified,,,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,1977
Korte Slachterijstraat 1        | 2060 - Antwerp,,,,,no,Choose your home insurance,,,,,Huurovereenkomst te respecteren - Obligation locat,3,,,,,,3,Good condition,,,"€ 2,064",yes,,,,,14,,,,,,,,yes,,161 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, conform",,,,,,"Living area (residential, urban or rural)",,,,yes,20 m2,,,,220 m2,,,3,2,,,,yes,,Southeast,,,,yes,84 m2,,,yes,no,,,"€ 575,000",,,,,no,,yes,yes,,,,Insure your mortgage loan,3,,Property located in a non-flood zone,,,6 m,,,,2010
Chaussée de Stockel 195        | 1200 - Woluwe-St-Lambert,,,,yes,Not specified,Choose your home insurance,,,35 m2,,17/10/2017,1,20 m2,17 m2,15 m2,12 m2,,4,As new,32 kg CO2/m2,yes,,yes,,,yes,,50,yes,17 m2,,300 m,300 m,100 m,Stockel/Konkel,yes,,150 kWh/m2,,Calculate your monthly installment,,,,yes,260 m2,,Gas,,2,"yes, conform",yes,,,23 m2,Hyper-equipped,,yes,,,yes,23 m2,,,,300 m2,,,3,2,,,,yes,10 m2,,,,,Not specified,370 m2,,,Not specified,Not specified,20160623-0000344938-01-5 HELP,yes,"€ 745,000",,,Residential,1,Not specified,,,yes,3 m2,,,Insure your mortgage loan,2,,,,8,8 m,,,,1939
Rue Royale 114        | 1000 - Bruxelles,,,,yes,Not specified,Choose your home insurance,,,47 m2,,31/03/2018,2,25 m2,41 m2,16 m2,12 m2,16 m2,7,To be renovated,188 kg CO2/m2,,"€ 5,689",yes,50 m2,no,,,,,,,,,,Bruxelles (19 communes),yes,,712 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,,"yes, not conform",,,,20 m2,Uninstalled,,,,,yes,64 m2,,,,505 m2,,,4,2,,,,yes,167 m2,,,,,Not specified,197 m2,,,Not specified,Not specified,0 HELP,,"€ 985,000",,,Urban,,Not specified,,yes,,,,,Insure your mortgage loan,3,,,,,,,,,1874
avenue De Fré 190/0        | 1180 - Uccle,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,,,,,,,,To be done up,65 kg CO2/m2,,"€ 8,219",,,,,,,yes,,,,,,Bruxelles (19 communes),,,376 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,no,,,,,Hyper-equipped,,,,,yes,,,,,655 m2,,,4,3,,,,yes,,,,10,,Not specified,800 m2,,,Not specified,Not specified,65 HELP,,"€ 1,250,000",,,Urban,,Not specified,,yes,yes,,,,Insure your mortgage loan,5,,Property located in a non-flood zone,,,,,,1 m2,1909
Avenue Franklin Roosevelt 76        | 1050 - Bruxelles-Quartier Louise,,,,yes,Not specified,Choose your home insurance,,,,,Immediately,2,,,,,,6,Just renovated,21 kg CO2/m2,,"€ 9,195",,,no,yes,,,,,,,,,F. ROOSEVELT / BOIS DE LA CAMBRE,yes,yes,116 kWh/m2,,Calculate your monthly installment,2,yes,,yes,,,Gas,,2,"yes, conform",,,,,USA Hyper-equipped,,yes,,yes,,,,,,700 m2,yes,1,4,2,,,,,,,,2,,yes,395 m2,,,Not specified,no,C (vert) HELP,yes,"€ 4,600,000",,,Residential,3,Not specified,,,yes,115 m2,,,Insure your mortgage loan,,,,,9,9 m,,,,1928
Rue Evariste Debroux 1        | 1470 - Genappe,,,,,Not specified,Choose your home insurance,,,73 m2,,Upon exchange of deeds,3,23 m2,9 m2,10 m2,18 m2,20 m2,5,Good condition,49 kg CO2/m2,,,yes,44 m2,,yes,,,,,,800 m,"1,100 m",,Cedimmo,,,202 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,2,"yes, not conform",,,,,Installed,"Living area (residential, urban or rural)",,,,yes,49 m2,,,,311 m2,,,2,4,,,,,,,,,,yes,"1,000 m2",,,no,no,20170519023709 HELP,,"€ 375,000",,,Urban,2,no,,,yes,,"79,719 kWh/year",,Insure your mortgage loan,,,Property located in a non-flood zone,,,,,,26 m2,1850
Lange Dijkstraat 99        | 9200 - SINT-GILLIS-DENDERMONDE,,,,,no,Choose your home insurance,,,,,Overeen te komen - A convenir - To be established,1,18 m2,16 m2,10 m2,,,3,Good condition,,,€ 894,,,,,,16,,,,,,,,yes,,302 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,2,,,,,14 m2,,"Living area (residential, urban or rural)",,,,yes,35 m2,,,,191 m2,,,,3,,,,,,East,,,,Not specified,234 m2,,,Not specified,Not specified,2027535 HELP,,"€ 258,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,6.5,,,,,
1180 Uccle        |          Ask for the exact address,,,,yes,,Choose your home insurance,,,,,Immédiatement,3,20 m2,20 m2,10 m2,15 m2,10 m2,6,To be done up,218 kg CO2/m2,,"€ 5,875",yes,,not specified,yes,,,,,,,,,Hamoir,,,218 kWh/m2,,Calculate your monthly installment,1,,,yes,"1,200 m2",,Gas,,1,,,,,,Installed,"Living area (residential, urban or rural)",,,,,,,,,540 m2,,,4,4,,,6,,,South,,1,,Not specified,"1,500 m2",,,no,no,,,"€ 1,950,000",,,Residential,2,no,,,yes,30 m2,,,Insure your mortgage loan,,,Property located in a non-flood zone,,,,,,,1908
1640 Rhode-Saint-Genèse        |          Ask for the exact address,,,,yes,no,Choose your home insurance,,,,,01/02/2018,3,21 m2,20 m2,19 m2,18 m2,14 m2,5,As new,86 kg CO2/m2,yes,"€ 7,229",yes,,,,,77,,,yes,"3,800 m","1,800 m",,Brabant Wallon,yes,,347 kWh/m2,,Calculate your monthly installment,,,,yes,"3,000 m2",,Fuel,,1,no,yes,,,27 m2,Hyper-equipped,"Living area (residential, urban or rural)",,,,yes,115 m2,,,,430 m2,,,1,4,,,,yes,,,,1,,yes,"5,362 m2",,,no,no,20180118006147 HELP,,"€ 1,590,000",,,Residential,1,yes,yes,,yes,90 m2,,,Insure your mortgage loan,4,,Property located in a non-flood zone,,69,24 m,,,23 m2,1968
Avenue Baron d'Huart 307        | 1950 - Kraainem,,,,yes,Not specified,Choose your home insurance,,,80 m2,,01/03/2018,2,27 m2,20 m2,16 m2,14 m2,,4,As new,,,,yes,180 m2,,,,,yes,21 m2,yes,,,,,yes,,181 kWh/m2,,Calculate your monthly installment,,,,yes,"3,400 m2",,Fuel,,3,"yes, not conform",,,,35 m2,Hyper-equipped,Not specified,,,yes,yes,47 m2,,,,525 m2,,,2,4,,,,yes,,,,3,,Not specified,"3,688 m2",,,Not specified,Not specified,20171121-0002012435-1 HELP,yes,"€ 2,400,000",,,Residential,,Not specified,,,yes,85 m2,,,Insure your mortgage loan,4,,Property located in a non-flood zone,,,,,,,1988
1140 Evere        |          Ask for the exact address,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,1,13 m2,9 m2,21 m2,,,3,As new,70 kg CO2/m2,,"€ 1,797",yes,,,,,,yes,,,,,,Bruxelles (19 communes),yes,,350 kWh/m2,,Calculate your monthly installment,,,,yes,72 m2,,Gas,,2,,,,,,Installed,,,,,yes,44 m2,,,,135 m2,,,3,2,,,,,,,,1,,Not specified,179 m2,,,Not specified,Not specified,,,"€ 385,000",,,Isolated,,Not specified,,,yes,6 m2,,,Insure your mortgage loan,2,,,,,6 m,,,,1957
Ten Houte 13A        | 9600 - Ronse,,,,,no,Choose your home insurance,,,,,01/04/2018,1,,,,,,3,Good condition,,,"€ 1,417",,,,,,,,,,,,,,,,554 kWh/m2,,Calculate your monthly installment,,,,,,,,,1,"yes, not conform",,,,,Semi-equipped,"Living area (residential, urban or rural)",,,,,,,,,254 m2,,,,4,,,,,,,,,,yes,860 m2,,,no,no,1820555 HELP,,"€ 310,000",,,,,yes,,,,,,,Insure your mortgage loan,2,,,,,,,,,1978
rue de Steinfort 4        | 6700 - Arlon,,,,yes,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,2,16 m2,14 m2,14 m2,12 m2,,4,Good condition,105 kg CO2/m2,,€ 530,yes,,,,,,,,,,,,,,,525 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,,"yes, not conform",,,,18 m2,Installed,,,,,yes,19 m2,,,,225 m2,,,2,2,,,,yes,,,,3,,Not specified,574 m2,,,Not specified,Not specified,20171023007083 HELP,,"€ 385,000",,,Urban,1,Not specified,,,,,"115,026 kWh/year",,Insure your mortgage loan,3,,,,,,,,,1935
L. Lambrechtsstraat 24        | 3730 - Hoeselt,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,2,16 m2,14 m2,11 m2,11 m2,10 m2,6,Good condition,,,€ 422,,,"yes, conform",,,,,,,350 m,250 m,100 m,,yes,,686 kWh/m2,,Calculate your monthly installment,,,,,,,,,2,"yes, not conform",,,,15 m2,Installed,Not specified,,,,yes,22 m2,,,,245 m2,,,4,2,,,,,,North,,,,yes,456 m2,,,no,no,20160502-0001858363-1 HELP,,"€ 239,000",,,,,no,,,yes,20 m2,,,Insure your mortgage loan,2,,Recognized flood zone,,11,11 m,,,,1874
Hoogstraat 37        | 3530 - HOUTHALEN,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,12 m2,10 m2,7 m2,,,3,Good condition,,,€ 800,,,"yes, conform",,,,yes,35 m2,,"1,100 m",600 m,600 m,,yes,,216 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,1,,,,,,Installed,Not specified,,,,yes,35 m2,,,,270 m2,,,2,4,,,,,,Southeast,,,,yes,920 m2,,,no,no,20170630-0001974572-1 HELP,,"€ 270,000",,,Residential,1,yes,,,yes,12 m2,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,21,10 m,,,,1968
Hoelbeekstraat 30        | 3740 - Bilzen,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,20 m2,20 m2,19 m2,,,3,Good condition,,,€ 823,,,"yes, conform",,,72,yes,38 m2,,400 m,"3,500 m",50 m,,yes,,542 kWh/m2,,Calculate your monthly installment,,,,,,,,,,"yes, not conform",,,,18 m2,Installed,Not specified,,,,yes,37 m2,,,,261 m2,,,3,4,,,,,,West,,,,yes,939 m2,,,yes,no,20171004-0001999398-1 HELP,,"€ 289,000",,,,,no,,,yes,13 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,16,9 m,,,,1982
